t,value
1588647995,0
1588647998,0
1588648001,21
1588648004,21
1588648007,21
1588648010,21
1588648013,21
1588648016,21
1588648019,21
1588648022,21
1588648025,21
1588648028,21
1588648031,21
1588648034,21
1588648037,21
1588648040,21
1588648043,21
1588648046,21
1588648049,21
1588648052,21
1588648055,21
1588648058,21
1588648061,21
1588648064,21
1588648067,21
1588648070,21
1588648073,21
1588648076,21
1588648079,21
1588648082,21
1588648085,21
1588648088,21
1588648091,21
1588648094,21
1588648097,21
1588648100,21
1588648103,21
1588648106,21
1588648109,21
1588648112,21
1588648115,21
1588648118,21
1588648121,21
1588648124,21
1588648127,21
1588648130,21
1588648133,21
1588648136,21
1588648139,21
1588648142,21
1588648145,21
1588648148,21
1588648151,21
1588648154,21
1588648157,21
1588648160,21
1588648163,21
1588648166,21
1588648169,21
1588648172,21
1588648175,21
1588648178,21
1588648181,21
1588648184,21
1588648187,21
1588648190,21
1588648193,21
1588648196,21
1588648199,21
1588648202,21
1588648205,21
1588648208,21
1588648211,21
1588648214,21
1588648217,21
1588648220,21
1588648223,21
1588648226,21
1588648229,21
1588648232,21
1588648235,21
1588648238,21
1588648241,21
1588648244,21
1588648247,21
1588648250,21
1588648253,21
1588648256,21
1588648259,21
1588648262,21
1588648265,21
1588648268,21
1588648271,21
1588648274,21
1588648277,21
1588648280,21
1588648283,21
1588648286,21
1588648289,21
1588648292,21
1588648295,21
1588648298,21
1588648301,21
1588648304,21
1588648307,21
1588648310,21
1588648313,21
1588648316,21
1588648319,21
1588648322,21
1588648325,21
1588648328,21
1588648331,21
1588648334,21
1588648337,21
1588648340,21
1588648343,21
1588648346,21
1588648349,21
1588648352,21
1588648355,21
1588648358,21
1588648361,21
1588648364,21
1588648367,21
1588648370,21
1588648373,21
1588648376,21
1588648379,21
1588648382,21
1588648385,21
1588648388,21
1588648391,21
1588648394,21
1588648397,21
1588648400,21
1588648403,21
1588648406,21
1588648409,21
1588648412,21
1588648415,21
1588648418,21
1588648421,21
1588648424,21
1588648427,21
1588648430,21
1588648433,21
1588648436,21
1588648439,21
1588648442,21
1588648445,21
1588648448,21
1588648451,21
1588648454,21
1588648457,21
1588648460,21
1588648463,21
1588648466,21
1588648469,21
1588648472,21
1588648475,21
1588648478,21
1588648481,21
1588648484,21
1588648487,21
1588648490,21
1588648493,21
1588648496,21
1588648499,21
1588648502,21
1588648505,21
1588648508,21
1588648511,21
1588648514,21
1588648517,21
1588648520,21
1588648523,21
1588648526,21
1588648529,21
1588648532,21
1588648535,21
1588648538,21
1588648541,21
1588648544,21
1588648547,21
1588648550,21
1588648553,21
1588648556,21
1588648559,21
1588648562,21
1588648565,21
1588648568,21
1588648571,21
1588648574,21
1588648577,21
1588648580,21
1588648583,21
1588648586,21
1588648589,21
1588648592,21
1588648595,21
1588648598,21
1588648601,21
1588648604,21
1588648607,21
1588648610,21
1588648613,21
1588648616,21
1588648619,21
1588648622,21
1588648625,21
1588648628,21
1588648631,21
1588648634,21
1588648637,21
1588648640,21
1588648643,21
1588648646,21
1588648649,21
1588648652,21
1588648655,21
1588648658,21
1588648661,21
1588648664,21
1588648667,21
1588648670,21
1588648673,21
1588648676,21
1588648679,21
1588648682,21
1588648685,21
1588648688,21
1588648691,21
1588648694,21
1588648697,21
1588648700,21
1588648703,21
1588648706,21
1588648709,21
1588648712,21
1588648715,21
1588648718,21
1588648721,21
1588648724,21
1588648727,21
1588648730,21
1588648733,21
1588648736,21
1588648739,21
1588648742,21
1588648745,21
1588648748,21
1588648751,21
1588648754,21
1588648757,21
1588648760,21
1588648763,21
1588648766,21
1588648769,21
1588648772,21
1588648775,21
1588648778,21
1588648781,21
1588648784,21
1588648787,21
1588648790,21
1588648793,21
1588648796,21
1588648799,21
1588648802,21
1588648805,21
1588648808,21
1588648811,21
1588648814,21
1588648817,21
1588648820,21
1588648823,21
1588648826,21
1588648829,21
1588648832,21
1588648835,21
1588648838,21
1588648841,21
1588648844,21
1588648847,21
1588648850,21
1588648853,21
1588648856,21
1588648859,21
1588648862,21
1588648865,21
1588648868,21
1588648871,21
1588648874,21
1588648877,21
1588648880,21
1588648883,21
1588648886,21
1588648889,21
1588648892,21
1588648895,21
1588648898,21
1588648901,21
1588648904,21
1588648907,21
1588648910,21
1588648913,21
1588648916,21
1588648919,21
1588648922,21
1588648925,21
1588648928,21
1588648931,21
1588648934,21
1588648937,21
1588648940,21
1588648943,21
1588648946,21
1588648949,21
1588648952,21
1588648955,21
1588648958,21
1588648961,21
1588648964,21
1588648967,21
1588648970,21
1588648973,21
1588648976,21
1588648979,21
1588648982,21
1588648985,21
1588648988,21
1588648991,21
1588648994,21
1588648997,21
1588649000,21
1588649003,21
1588649006,21
1588649009,21
1588649012,21
1588649015,21
1588649018,21
1588649021,21
1588649024,21
1588649027,21
1588649030,21
1588649033,21
1588649036,21
1588649039,21
1588649042,21
1588649045,21
1588649048,21
1588649051,21
1588649054,21
1588649057,21
1588649060,21
1588649063,21
1588649066,21
1588649069,21
1588649072,21
1588649075,21
1588649078,21
1588649081,21
1588649084,21
1588649087,21
1588649090,21
1588649093,21
1588649096,21
1588649099,21
1588649102,21
1588649105,21
1588649108,21
1588649111,21
1588649114,21
1588649117,21
1588649120,21
1588649123,21
1588649126,21
1588649129,21
1588649132,21
1588649135,21
1588649138,21
1588649141,21
1588649144,21
1588649147,21
1588649150,21
1588649153,21
1588649156,21
1588649159,21
1588649162,21
1588649165,21
1588649168,21
1588649171,21
1588649174,21
1588649177,21
1588649180,21
1588649183,21
1588649186,21
1588649189,21
1588649192,21
1588649195,21
1588649198,21
1588649201,21
1588649204,21
1588649207,21
1588649210,21
1588649213,21
1588649216,21
1588649219,21
1588649222,21
1588649225,21
1588649228,21
1588649231,21
1588649234,21
1588649237,21
1588649240,21
1588649243,21
1588649246,21
1588649249,21
1588649252,21
1588649255,21
1588649258,21
1588649261,21
1588649264,21
1588649267,21
1588649270,21
1588649273,21
1588649276,21
1588649279,21
1588649282,21
1588649285,21
1588649288,21
1588649291,21
1588649294,21
1588649297,21
1588649300,21
1588649303,21
1588649306,21
1588649309,21
1588649312,21
1588649315,21
1588649318,21
1588649321,21
1588649324,21
1588649327,21
1588649330,21
1588649333,21
1588649336,21
1588649339,21
1588649342,21
1588649345,21
1588649348,21
1588649351,21
1588649354,21
1588649357,21
1588649360,21
1588649363,21
1588649366,21
1588649369,21
1588649372,21
1588649375,21
1588649378,21
1588649381,21
1588649384,21
1588649387,21
1588649390,21
1588649393,21
1588649396,21
1588649399,21
1588649402,21
1588649405,21
1588649408,21
1588649411,21
1588649414,21
1588649417,21
1588649420,21
1588649423,21
1588649426,21
1588649429,21
1588649432,21
1588649435,21
1588649438,21
1588649441,21
1588649444,21
1588649447,21
1588649450,21
1588649453,21
1588649456,21
1588649459,21
1588649462,21
1588649465,21
1588649468,21
1588649471,21
1588649474,21
1588649477,21
1588649480,21
1588649483,21
1588649486,21
1588649489,21
1588649492,21
1588649495,21
1588649498,21
1588649501,21
1588649504,21
1588649507,21
1588649510,21
1588649513,21
1588649516,21
1588649519,21
1588649522,21
1588649525,21
1588649528,21
1588649531,21
1588649534,21
1588649537,21
1588649540,21
1588649543,21
1588649546,21
1588649549,21
1588649552,21
1588649555,21
1588649558,21
1588649561,21
1588649564,21
1588649567,21
1588649570,21
1588649573,21
1588649576,21
1588649579,21
1588649582,21
1588649585,21
1588649588,21
1588649591,21
1588649594,21
1588649597,21
1588649600,21
1588649603,21
1588649606,21
1588649609,21
1588649612,21
1588649615,21
1588649618,21
1588649621,21
1588649624,21
1588649627,21
1588649630,21
1588649633,21
1588649636,21
1588649639,21
1588649642,21
1588649645,21
1588649648,21
1588649651,21
1588649654,21
1588649657,21
1588649660,21
1588649663,21
1588649666,21
1588649669,21
1588649672,21
1588649675,21
1588649678,21
1588649681,21
1588649684,21
1588649687,21
1588649690,21
1588649693,21
1588649696,21
1588649699,21
1588649702,21
1588649705,21
1588649708,21
1588649711,21
1588649714,21
1588649717,21
1588649720,21
1588649723,21
1588649726,21
1588649729,21
1588649732,21
1588649735,21
1588649738,21
1588649741,21
1588649744,21
1588649747,21
1588649750,21
1588649753,21
1588649756,21
1588649759,21
1588649762,21
1588649765,21
1588649768,21
1588649771,21
1588649774,21
1588649777,21
1588649780,21
1588649783,21
1588649786,21
1588649789,21
1588649792,21
1588649795,21
1588649798,21
1588649801,21
1588649804,21
1588649807,21
1588649810,21
1588649813,21
1588649816,21
1588649819,21
1588649822,21
1588649825,21
1588649828,21
1588649831,21
1588649834,21
1588649837,21
1588649840,21
1588649843,21
1588649846,21
1588649849,21
1588649852,21
1588649855,21
1588649858,21
1588649861,21
1588649864,21
1588649867,21
1588649870,21
1588649873,21
1588649876,21
1588649879,21
1588649882,21
1588649885,21
1588649888,21
1588649891,21
1588649894,21
1588649897,21
1588649900,21
1588649903,21
1588649906,21
1588649909,21
1588649912,21
1588649915,21
1588649918,21
1588649921,21
1588649924,21
1588649927,21
1588649930,21
1588649933,21
1588649936,21
1588649939,21
1588649942,21
1588649945,21
1588649948,21
1588649951,21
1588649954,21
1588649957,21
1588649960,21
1588649963,21
1588649966,21
1588649969,21
1588649972,21
1588649975,21
1588649978,21
1588649981,21
1588649984,21
1588649987,21
1588649990,21
1588649993,21
1588649996,21
1588649999,21
1588650002,21
1588650005,21
1588650008,21
1588650011,21
1588650014,21
1588650017,21
1588650020,21
1588650023,21
1588650026,21
1588650029,21
1588650032,21
1588650035,21
1588650038,21
1588650041,21
1588650044,21
1588650047,21
1588650050,21
1588650053,21
1588650056,21
1588650059,21
1588650062,21
1588650065,21
1588650068,21
1588650071,21
1588650074,21
1588650077,21
1588650080,21
1588650083,21
1588650086,21
1588650089,21
1588650092,21
1588650095,21
1588650098,21
1588650101,21
1588650104,21
1588650107,21
1588650110,21
